"comment_author","comment_date","comment_text"
"Misfit","2022-02-08T01:24:21Z","Did you know carbon dioxide which is our breath is one of the main reasons of global warming so we need to plant trees"
"nq983p p388qn","2022-02-07T16:56:23Z","Ridiculous propaganda, it would be great with 3 degrees warmer climate. We would repeat the bronze age 7000 years ago.
India has always suffered climate disasters.
This is just lies"
"Lesa Lockhart","2022-02-07T16:27:58Z","I understand the concerns for the environment. I just think logically the approach is wrong. Our consumer's of large homes and constant need for planes and new clothes etc. Require entergy. Also, tell that to the world. Bombs and nuclear weapons will put and end to  us all. Radiation will destroy our environment."
"i a","2022-02-07T14:56:55Z","The planet is overpopulated"
"Edmund Angeles","2022-02-07T03:49:26Z","And while all this is happening, everyone in america is busy making money and promoting crypto on tiktok, which pushes fossil fuel reliance even further. America, China, Russia and all wealthy countries alike owes us so much."
"strife2405","2022-02-06T22:40:38Z","2100 wow I won't even be alive crazy!"
"Old Account","2022-02-06T17:12:41Z","The world economy is the reson for global warming 

period"
"speedup","2022-02-06T03:23:40Z","95% of climate change is because of the sun is in a hotter cycle..in 15 to 25 year we will surely have a mini ice age again"
"lamaharezka","2022-02-05T21:23:04Z","""Children born today are up to 7 times more likely to face extreme weather than their grandparents.""

Yet boomer claimed they live in toughest era 🤷🏻‍♂️"
"GCSE History Lessons","2023-02-05T10:43:53Z","@Steven Hull these products literally use billions of tonnes less carbon"
"Steven Hull","2023-02-05T09:49:54Z","so is manufacturing wind turbines, solar panels and lithium batteries for electric cars."
"GCSE History Lessons","2022-12-15T08:05:14Z","@john Martin that’s missing the entire point"
"Aussie True","2022-08-26T08:51:28Z","For It has now  been my pleasure to come upon a Mr Gore of America and his video clip of A Inconvenient Truth,  the removal of the human will be the hand of man himself, you cannot destroy nature only yourself so pestilent, My Vortex Collector is made up by , waste gases from combustion fed into spinning vortex chamber and tube, drawn off by additives that both link to pollution and inside of vortex chamber wall building up over a long distance until drawn off gases combined with additives build up as a solid on inside chamber walls forming a solid core from original gas that when in transport creates resistance back pressure stopping transport until cartridge is replaced as part of the exhaust pipe that in plant equipment is controlled by computer programs to return captured toxic gas particles back to a original solid state, as part of tubing over smoke stack and chimney,  This information relates to supplied graphics, The Earth is made from the materials of the universe, compressed into a planet, Over the expanse of time dynamic processes render these different layers into different trapped deposits that become exploited by industry that today can be returned to solid states using my vortex collector, Sorrow industries see each material as only a resource to be exploited as unlocked  but by unlocking these different lays often results in by-produces of harmful gaseous  materials, The ability to return these different materials unlocked back to solids from gas is of joining and bonding pollution with additives, in a spinning vortex chamber until gas and additives  bond to each other and the chamber wall to build up as captured gas and additives  into  a solid core on spinning vortex chamber wall, Creating back pressure in transport would overcome engine performance until cartridge is replaced alike within a car,  collecting and building up on chamber walls as additives bonding to gaseous pollution that also bond with spinning chamber wall, Thus process from removed solid to gas is reversed, as solid pollution cores could possibly be combined in the manufacture of alike concrete, added – water is every breath you take as under or above the mighty oceans for both are separated only by the density not the vapor and gas that is water, a cold day and a window your breath leaves water vapor not air, breath out a frozen day and water vapor not air  thus all life this planet is that magical breath of water of different densities, A melted fridge creates drinking water for hot cold gases and the created ice block once melted provides water, process is making solid then melting water vapor that is the atmosphere, alike a wind up radio can also be the mini fridge for water the middle the scorching desert, the above is free information due to circumstances related to 2022, please watch Mr Gore’s a inconvenient truth, and no I’m not delusional as Climate Change becomes Climate Compound  with effects not as single but multiple additions, Please print or send, you are loved , Thank you."
"Jamez Brian","2022-08-17T15:51:37Z","take away choice, you have to stop the population growth"
"Steven Smith","2022-04-04T13:02:38Z","Yep. This is the white elephant nobody wants to talk about and it's due to where the population growth is occurring. It's not in the developed world"
"Greeley Miklashek","2022-04-02T15:25:55Z","@GordoGambler Nice try to blame others and deny our own responsibility, but the truth is still this: too  many humans using too many natural resources and producing too much pollution.      It's you and me, pal."
"GordoGambler","2022-04-02T03:00:28Z","It's caused by WAR and ISLAM."
"Nandodando","2022-03-18T06:26:47Z","And the building sand?"
"Nandodando","2022-03-18T06:25:56Z","Most."
"Maskie Man","2022-03-18T06:05:09Z","Most of our oxygen comes from sea plankton. Not trees."
"GordoGambler","2022-04-02T03:03:49Z","Because it's97% NONSENSE. Paid for by MORONS."
"Aashika Goyal","2022-03-24T04:24:29Z","yes"
"grindupBaker","2022-03-24T01:07:44Z","That's the spirit ! Silver linings for ever !"
"GordoGambler","2022-04-02T03:10:34Z","Hogwash nonsense."
"David Edwards","2022-02-22T07:47:55Z","@CoffinPainFlam18 it is true the sun is getting closer to the earth we have had pollution for hundreds of years its not pollution"
"CoffinPainFlam18","2022-02-22T01:04:07Z","That is not true it's humans polluting earth and the sun gets hotter increasing in temperature In a very very very long time so that would not be true"
"CoffinPainFlam18","2022-02-22T01:05:40Z","79 million people will exist if there was only 1% of the population. I think 33% of the population will be better to balance things out"
"robert","2022-05-21T13:45:43Z","@GordoGambler Fox has no soul and soulless people believe them"
"GordoGambler","2022-04-02T03:12:35Z","Somebody has to be right."
"Dundoril","2022-02-20T12:33:29Z","But cooling is not an option... And if our CO2 would cause cooling than people would still deny the effect. Because their denial is not based on an scientific understanding of the topic but purely on ideology"
"Dundoril","2022-02-19T11:01:57Z","@Leigh Hammond yes they can be. But fossils fuels are not. No definition of mineras include them. 

  And I like how you completely ignored the rest of my comment"
"Leigh Hammond","2022-02-19T10:00:10Z","@Dundoril Minerals can be organic or inorganic. So your statement relies on absolutes, and is incorrect. 

Also bitumen and oil seep out from the earth naturally in many places. 

I gather you've never seen the tar pits in L.A.

Also there is a massive spot in America were oil seeps from the soil.

For am exciting time look it up."
"Dundoril","2022-02-19T02:58:15Z","""Fossil fuels are not fossil fuels""
Basically by definition fossil fuels are fossil fuels... It's lake saying ""trees are not trees"" Do you understand how words work? 
Also: fossil comes from the Latin word fossilis which means something like ""dug up""
So it's not that they were names offer fossils but rather that both names have the same origin. 
And as already mentioned... They are not minerals..."
"Urjit Khatua","2022-02-16T03:43:23Z","Fossil fuels have carbon in them. Minerals are, by definition, inorganic (ie they don't have carbon). Fossil fuels can not be minerals..."
"T J","2022-02-19T21:16:28Z","I agree lizards will be just fine."
"Dundoril","2022-02-19T11:04:11Z","@EasyGaming WWII Gaming Channel sure but you seem to imply that it's my job to deduce your arguments? Surely you don't imply that? I mean this level of intellectual Lazzynes would be rather sad.

So again, does this trivia section come with an argument or do you don't have any at all?"
"EasyGaming WWII Gaming Channel","2022-02-19T08:41:36Z","@Dundoril if you cannot deduce argument from evident facts than you should not be telling anyone what they should and should not do. ))"
"Dundoril","2022-02-19T02:59:26Z","Next time try to make an argument instead of just stating well known facts about climate history. Is there any point to this trivia section of yours?"
"Dundoril","2022-02-19T03:02:48Z","You clearly have no idea about climate model. 
Then again.. You also seem to think that stating temperature increases in percentages are in any way meaningful... Not sure which units you used to get to 0.5%.. I guess kelvin? But then 0.5% of 290K is neither 2 nor 3 K"
"Dundoril","2022-02-19T03:04:06Z","That's just not true. How do you arrive at that number? Surely you don't confuse co2 emissions from the carbon cycle added carbon ?"
"John Harrison","2022-02-10T10:09:22Z","Actually we don't have the tech, not even NASA has the tech to make a self sustaining system on any scale let alone large enough for a stable genetic population and we don't have the cryogenics we need to keep people alive to travel outside the solar system, we're stuck here."
"FakeReality","2023-01-04T05:21:19Z","@OMI Too many Indians and Chinese"
"Aussie True","2022-08-26T08:52:23Z","For It has now been my pleasure to come upon a Mr Gore of America and his video clip of A Inconvenient Truth,  the removal of the human will be the hand of man himself, you cannot destroy nature only yourself so pestilent, My Vortex Collector is made up by , waste gases from combustion fed into spinning vortex chamber and tube, drawn off by additives that both link to pollution and inside of vortex chamber wall building up over a long distance until drawn off gases combined with additives build up as a solid on inside chamber walls forming a solid core from original gas that when in transport creates resistance back pressure stopping transport until cartridge is replaced as part of the exhaust pipe that in plant equipment is controlled by computer programs to return captured toxic gas particles back to a original solid state, as part of tubing over smoke stack and chimney,  This information relates to supplied graphics, The Earth is made from the materials of the universe, compressed into a planet, Over the expanse of time dynamic processes render these different layers into different trapped deposits that become exploited by industry that today can be returned to solid states using my vortex collector, Sorrow industries see each material as only a resource to be exploited as unlocked  but by unlocking these different lays often results in by-produces of harmful gaseous  materials, The ability to return these different materials unlocked back to solids from gas is of joining and bonding pollution with additives, in a spinning vortex chamber until gas and additives  bond to each other and the chamber wall to build up as captured gas and additives  into  a solid core on spinning vortex chamber wall, Creating back pressure in transport would overcome engine performance until cartridge is replaced alike within a car,  collecting and building up on chamber walls as additives bonding to gaseous pollution that also bond with spinning chamber wall, Thus process from removed solid to gas is reversed, as solid pollution cores could possibly be combined in the manufacture of alike concrete, added – water is every breath you take as under or above the mighty oceans for both are separated only by the density not the vapor and gas that is water, a cold day and a window your breath leaves water vapor not air, breath out a frozen day and water vapor not air  thus all life this planet is that magical breath of water of different densities, A melted fridge creates drinking water for hot cold gases and the created ice block once melted provides water, process is making solid then melting water vapor that is the atmosphere, alike a wind up radio can also be the mini fridge for water the middle the scorching desert, the above is free information due to circumstances related to 2022, please watch Mr Gore’s a inconvenient truth, and no I’m not delusional as Climate Change becomes Climate Compound  with effects not as single but multiple additions, Please print or send, you are loved , Thank you."
"David J M Russell","2022-08-12T10:59:01Z","It's easy to solve really. There is enough money and knowledge. Just no wisdom, intelligence and humility amongst our economic and political elite. Stop selling new petrol and diesel cars could be done overnight, for example. We could stop or reduce meat consumption overnight. We could stop building non renewable energy power stations. Overnight."
"MrThelovechannel","2022-08-02T07:32:35Z","The world is finding its balance. I've learned the last couple years 'everything in moderation' literally applies to every aspect in life"
"OMI","2022-07-13T17:01:42Z","@Lin Mal Yes, it is estimated that there will be 8 billion people on the planet by November this year."
"Rashid Mostafa","2023-01-15T04:50:55Z","কিন্তু আপনি এখনও খাচ্ছেন, এখনও খুব মোটা হওয়ার চিন্তা করছেন এবং এখনও আপনি যে দেশগুলিকে ধ্বংস করছেন তাদের অর্থপূর্ণ সাহায্যের বিরোধিতা করছেন।"
"GCSE History Lessons","2022-12-16T12:57:23Z","@peter jones I asked you to explain the greenhouse effect so I know
Whether you are scientifically literate or not. 

What you are saying goes against what every Australian climatologist and fire expert has said."
"peter jones","2022-12-16T11:05:09Z","@GCSE History Lessons I have responded to every post of yours i have received.
But its clear from your posts that you dont know enough about the subject as a whole to know.
I say again there has been almost NO overall warming for most of the last 25 years and NONE at all for the last 8 based on the satellite data.
There has been NO overall warming in Australia for the last TEN years.
We have not yet reached temperatures post the 1940 to 1977 cooling that we experienced in the early 1900's.
The U.S has not had land surface overall warming since 2005."
"GCSE History Lessons","2022-12-15T06:54:28Z","@peter jones no comment? Does that mean you were lying?"
"GCSE History Lessons","2022-12-14T07:56:29Z","@peter jones also the australiasian and CFA fire chiefs agree with me. So did the 2008 Garnaut report which actually mentioned 2020 as being the year we would see massive fires."
"John Harrison","2022-02-10T10:13:56Z","life will find a way, we won't. it takes 30 generations to see speciation, so the shorter a generation the faster the speciation. That's why mammoths died and deer didn't."
"local egoist","2022-02-12T20:57:44Z","People like you are the reason why soap has a label"
"Dundoril","2022-02-19T03:05:58Z","Yes a world were people would rather r people in the rapture than in well researched science, might actually be lost..."
"local egoist","2022-02-12T20:58:03Z","You wish"
"NewHampshire LifeStyle","2022-02-20T01:31:31Z","@Dundoril I have a Masters Degree in Electrical Engineering. I know plenty of physics. What basis do you claim ""current warming""? Here in New Hampshire we have single digit temperatures and over 50"" of snow since December. How is this possible if the Earth is warming? Don't dismiss it as ""weather"". If you take select temperature readings, you can fabricate a warming trend. Dozens of predictions made over the pass 50 years about catastrophic warming have all been false."
"Dundoril","2022-02-19T13:58:41Z","@NewHampshire LifeStyle so no argument against anything that I said. 
Ok let's continue then. You made a claim about warming. Both claims don't make any sense. Do you then now accept this and see that you ""theories"" Can not explain current warming? 


(And yes I ignored all of your comment, it does not make any scientific argument not does it further the understanding of the current discussion, they are also a sad excuse when you clearly have no idea about the physics behind any of this but still called out other people their ignorance)"
"NewHampshire LifeStyle","2022-02-19T13:54:03Z","@Dundoril True Milankovic Cycles affect the Earth's orbit and consequently the climate and in about another 20,000 years the east coast of the United States and much of the northern hemisphere will be under miles of ice. I do have a profound understanding of these of orbital cycles. People who continually claim doomsday scenarios that never come true and then keep repeating the same claim deserve to be called idiots. Dozens or predications since the1970's have been made the climate change would make the Earth in uninhabitable in a matter of decades. None of the are correct, yet the same prediction keeps being made over and over. Expecting a different result. Do you know what that is called?"
"Dundoril","2022-02-19T03:10:33Z","Ah no.... 
1. Increase of solar irradiance due to solar evolution is not visible on a 100 year scale... You need tens of millions of years to see an effect there... And it's colder today than at other times in the past...eben thought the solar irradiance is higher... Why? Because while the sun  was about 3% weaker 600 million years ago, CO2 uns water vapour levels were much higher. 
2. Milankovic cycles are also only relevant at times scale of thousands of years... The shortest cycle is 20000 years long... They are also barely visible at time scales of 109 years so not relevant for the current warming... 
3. Earth rotation also does not change in 100 years... No in any meaningful way anyway.

And lastly:
Since you clearly have no idea about solar evolution or milankovic cycles,could you please stop calling other people idiots... I mean that so absurd."
"John Harrison","2022-02-10T10:23:38Z","Maybe, but the inciting incident will be crop or water shortages in a nuclear power (due to climate change)."
"John Harrison","2022-04-21T16:41:57Z","@i a the earth can carry many more billions of people we just can't farm the same way we have been, depletes the soil too quickly."
"i a","2022-04-21T12:16:04Z","@John Harrison by breeding even more people"
"John Harrison","2022-02-10T10:23:53Z","nah, we're just doing it wrong."
"Dundoril","2022-02-19T03:14:37Z","Except solar irradiance has been going down since about 1970...most of the warming of the last 130 years happened afterwards"
"John Harrison","2022-02-10T10:25:30Z","but that's what you guys were saying 10-15 years ago. And actually, according to the Milankovitch cycle the earth should be COOLING, and yet we've measured 1c of average temp rise."
"peter jones","2022-05-31T06:55:38Z","@steve lauda They are also more likely to 
have a more accurate view on the global warming panic, as they lived through the global cooling panic and have seen all this exaggeration before."
"Sidhartha Jain","2022-05-27T05:09:43Z","What an ignorant comment
Not every country was as privileged as America
So yes, its not about the generation but about the suffering"
"peter jones","2022-05-23T22:08:59Z","And yet the data DEMONSTRATES THE OPPOSITE !
Thats the difference between reality AND propaganda."
"steve lauda","2022-05-19T03:23:49Z","Boomers were the most spoiled and the biggest hypocrites today."
"Steven ","2022-05-10T09:14:21Z","I truly hope that when you are old you can look back and say: we did a much better job."
"aluisious","2022-02-05T21:22:11Z","Sorry but who shaves their beard like this guy Oliver Morton? Is he trying to be cast in a knock off superhero movie as the villain?"
"Trailing Accomplice","2022-02-05T20:58:49Z","We're on the last 1% edge of the habitable zone from being too close to the sun. Meaning much more than a 1% increase in global temperature puts Earth outside of the habitable zone. Life can survive a much greater decrease in global temperature than a increase."
"Mike Heath","2022-02-05T19:39:46Z","Ignoring the over inflated current mean temperatures, the increase in Greenhouse effect require to make 3 degree increase possible would require a significant increase on coal power production far above forecast demand in the timescales discussed. The Economist shame on you for this fake news, if you want to report something start with the economic impact of over reaction to climate change compared with pragmatic adaption."
"privat privat","2022-02-05T19:10:20Z","Chamber the Cartridge-Rise Against with Lyrics !!!"
"Communication Coach: Courage, Comedy, Canines","2022-02-05T18:44:57Z","Too little, too late. It's far more than just 'fossil fuels,' and methane is being released that will increase the warming more than you imagine..."
"Ansgar72","2022-02-05T17:44:28Z","And what happens in europe?"
"SWRT Solutions Inc.","2022-02-05T14:11:47Z","Sequestering carbon in soils by encouraging and accumulating organic matter is one method of addressing climate change.  SWRT Solutions Inc's new subsurface membrane technology dramatically increases biomass and crop production on sandy soils by conserving water and nutrients in the root zone.  This increased growth adds to the annual accumulation of organic matter in the soil over time.  To find out more check us out on Facebook or YouTube."
"Daryl Mendosa","2022-02-05T12:45:46Z","Hmm @5:13 what kind of beard is that !??"
"Klusimo","2022-02-05T10:57:53Z","Given the fact that our modern society runs on fossil fuels and we wont be able to change that anytime soon, I'd say this is not a possibility but a set future"
"angry spoidah","2022-02-05T06:36:49Z","This era will give rise to a new order of druids to care for our earth."
"Communication Coach: Courage, Comedy, Canines","2022-02-05T04:15:12Z","Plausible? More like highly probable, almost a guarantee, in fact. Methane in melting permafrost is going to accelerate everything, you can take scientists' margin of errors then to be about 60/70 pts at least. We ARE already becoming a hothouse planet..."
"Demeter79","2022-02-05T00:29:18Z","This is scary and sad. Especially for people in poor countries who are not responsible for much of this. 😢"
"Mir Mir","2022-02-04T18:56:13Z","The higher the temperature, the more the oceans will evaporate, then there will be more humidity and more precipitation, the desert will decrease plants regarding moisture and carbon dioxide will grow faster, the history of the earth is such that if global warming was antiquity, then it was a paradise for the biosphere,. .and when global cooling was then the evaporation of the oceans would decrease and precipitation would decrease, the desert would increase, this would collapse for the biosphere, the largest desert would be Antarctica, the hottest place would be the rainforests."
"Arthur Foyt","2022-02-04T17:14:35Z","I don't care about observed temperature changes on the planet.
What has the atmospheric temperature done over the last 50 years as far as temperature?"
"Axel Neve","2022-02-04T15:50:48Z","Oh Jesus...it's the same gobal panik like Corona."
"Chihiro","2022-02-04T15:39:32Z","🌵"
"Speedy McCreedy","2022-02-04T06:22:57Z","Have we worked that the planet is actually getting colder, record snowfall in the US anyone, or in the last few months coldest ever temperatures recoded in the Antarctic. Put out a truth video on what 3 degrees of global cooling looks like. But temperatures are going up you say, look up Urban Heat Island in the dictionary that will explain a lot. Earths rotation is speeding up and the magnetic field is getting weaker. The declining magnetic field is the biggest climate problem facing the planet. High energy particles from even outside the galaxy creating more cloud cover and cooling the planet. Yes that’s right we need to send goose gore and goose green greta to the Andromeda Galaxy and demand ‘alleged global warming’ taxes. Finally, just when did NASA start to say that the sun doesn’t haven’t the biggest influence on climate, and replace it with that 400 parts per million hideous monster called carbon. Was it at the start of the Clinton or Obama lunacies? Maybe they just happened to see a Disney show with that Disney actor Bill Nye the un-science guy."
"Todd Mattocks","2022-02-04T00:42:48Z","Climate change is a hoax. We are literally heading into a grand solar minimum, use some critical thought, ignore the agenda."
"See Shimizu","2022-02-03T22:24:52Z","Live with it, you helped your city develop your beautiful skyline"
"Jim Lindsay","2022-02-03T21:51:25Z","The only things certain in life is death, taxes, and the Left lies."
"R Seto","2022-02-03T17:42:20Z","I'm from Indonesia and very obvious evidence is in big cities Jakarta or Surabaya, flooding more often and sea level increase"
"Joe Oui","2022-02-03T17:37:59Z","A species that is poluting it's own nest is destined to die out, that's a nobrainer. But hey, looking at earth's climatologic history on a geological timescale we see that the constant factor ís climate change. We're living in an interglacial with a relative (only 8000 years) stabile climate. It is the antropocentric species that considers that stability as normal, but it ain't. They better should adapt, accept, prepare and avoid the danger zones to live in. And yes, of couse stop poluting your own nest. We can do it!"
"Mister Marcus","2022-02-03T16:05:14Z","My teacher used to talk with us about this topic in 2010. What has happened since then in Germany?
*nothing*"
"Tiefseehase","2022-02-03T12:15:19Z","We know this for decades now, yet we still continue to pollute our environment. The destruction even accelerates with uprising economies like India or Brazil. Seems like the drug Money is stronger than our will to survive as humans."
"Kay Tee","2022-02-03T11:01:16Z","From the Fiji Islands. 🇫🇯 it is indeed sad to have witnessed our coastal regions suffering and our neighboring Islands drowning. So sad 😔"
"Martin Wilken","2022-02-03T08:43:14Z","'' ooo im so poor but i will still have 10 children'' alot of these ppl have 0 brains"
"Nittin Choudhary","2022-02-03T07:42:38Z","Because of the richer the poor will suffer and yet lead to catastrophic conditions .
Whatever we discuss will have no effect on higher authorities and hence no one can control it"
"Tanishka yanmula","2022-02-02T15:03:13Z","👏 😮"
"ø ' 𝒞 𝒶 𝓏 𝓏 𝒾 𝒾  ˚ ' ♡","2022-02-02T08:17:25Z","This is sick. While there are many people trying to decrease global warming and save the environment, it pains me how SOME people can just sit and relax not caring about the planet. If we don't do something to decrease and slow down global warming by around 2030, we would hit a tipping point and there would be no return. Search it up. Climate experts are predicting that by 2030, if we can't decrease global warming, there would be no more chance to save the earth."
"Mary kumar Gurung","2022-02-02T07:49:35Z","This    before  told  in the bible   🌹🙏👌🌹🌹🌹"
"turkeyguy","2022-02-02T03:16:08Z","Elon musk  build a ship that his billionaire friends could escape from this disaster. (Theory)"
"Cameron Bowes","2022-02-02T00:04:56Z","Gonna offer the only real solution. 1 child policy world wide. A mom has 1 kid, she gets sterilized. Life gets doable for the rest."
"THING IN THE WOODS","2022-02-01T21:32:25Z","What about a video of what 3 degrees global cooling looks like?"
"Petitio Principii","2022-02-01T19:39:13Z","While I'm not by any means opposed to reducing emissions, the fact it's quite hard makes me wonder about the costs of alternatives around increasing the Earth's reflectivity or something. From artificial clouds, to balloons, ocean floating big white planks, satellite ""blinds,"" and so forth. Not necessarily to replace reductions in emission completely, but maybe those reduce the costs of failing to meet the ideal targets, even if ultimately meeting them would be achievable and cheaper, but neglected due to group interests."
"The Sound of Animals Fighting","2022-02-01T15:20:56Z","I love how governments, world leaders, scientists, economists, analysts, etc, all talk and warn about global warming, but don't really do anything substantial about it. As if society can even ""afford"" to slowdown industrialization anyway. Reality is that everything is just lip service."
"Carlos Prada","2022-02-01T14:38:31Z","Germany  shut down nuclear plants and now is increasing coal production again, and also making itself vulnerable to Putin's demands by relying so much on natural gas. Electricity prices have skyrocketed, and renewables can't match demand."
"DarthNVious","2022-02-01T14:13:24Z","Isn't global warming actually saving us from the Dalton/Maunder minimum? Just asking."
"Steve Dunkley","2022-02-01T13:51:38Z","You have no clue! On how this realm is worked! Yes worked you see all you know is false! We are controlled humans! You don't know that their are higher dimensional beings that have been running this realm!    You see all soon!"
"W00DY","2022-02-01T12:56:43Z","His beard is the answer to climate change 4:34"
"DMTC","2022-02-01T12:29:15Z","SIDEBURNS"
"Flif Uwer Balugo","2022-02-01T12:24:10Z","watch the honest government i reccomend"
"Leonard Brikus","2022-02-01T06:50:39Z","Climate changing：western countries are making troubles; third world countries are suffering the consequences."
"Peter Wong","2022-02-01T04:09:19Z","If global warming go beyond the point where all methane hydrate stored at the bottom of the ocean released into the atmosphere..."
"Mr. Y","2022-02-01T04:01:08Z","It will not be for economy"
"naozy k","2022-02-01T03:38:23Z","Fault"
"Dan Newth","2022-02-01T03:05:34Z","These projections ignore the positive feedback loops already active. Therefore they are minimizing the amount of global warming😞"
"Vandie Ver","2022-02-01T03:02:24Z","Knowing humanity it will probably be 4-5 degrees"
"Dylan Turner","2022-02-01T02:42:25Z","Not only has the US been using weather modification as a warfare tactic, they have given it up to China who will now be using it to terraform the whole asian continent. Global warming is another control mechanism just like covid...they can't control the sun's fluctuations in radiation and the carbon dioxide humans have released is not the reason for major changes which have been happening way before modern society."
"c w","2022-02-01T02:24:13Z","Why Global warming? What happened to global freezing back in the 80s and 90s? The truth is there is no data to support the idea. It’s just propaganda for government and corporations milking people’s wallets"
"Dr Priyam Hazra [Mister]","2022-02-01T01:42:28Z","Advertisement 
Prosthetics, Orthotics, Orthopaedics, Robotics, Automatic wheelchairs ..."
"Tal Maru","2022-01-31T20:09:49Z","I had never thought about the effects of a higher wet bulb temp on humans ability to evaporativly cool. 
I found this to be a quite informative analysis."
"Electric Cosmology","2022-01-31T14:26:26Z","We now the difference from history so no need to guess, like is being done here.  During the medieval warm period  all the great gothic cathedrals were built and when it was warmer in the past, the Vikings also farmed Greenland for about 400 years, until the climate changed again. Also during the Roman Warm Period we had vineyards on the Scottish boarders, with a wall being built to stop those further north nicking the produce. We are now entering the next Grand Solar Minimum (the Eddy Minimum) with the rise in consciousness that will dwarf the changes in the 1600s (the Maunder Minimum) and which saw a rise in consciousness giving us all it did in the minds of men, like The Renascence and the English Revolution."
"Jefrrey Jeffery","2022-01-31T12:33:27Z","PragerU needs to watch this video!!"
"nohaste4me","2022-01-31T12:15:17Z","Look up HAARP !!! The elites trying to change the weather and blame us!!!"
"nohaste4me","2022-01-31T12:12:17Z","Brainwash theory!!!"
"ghoulunathics","2022-01-31T11:40:14Z","maybe start campaigning to reduce the legal amount of advertisement instead of showing this horror bs to us, if you really wanted to change things. it is the advertisements only that cause the west to consume so much that it's harmful to the environment."
"J","2022-01-31T10:14:17Z","😔"
"Pilot Vision","2022-01-31T08:09:06Z","Thanks for using metric units in this video!"
"beef nacos","2022-01-31T04:39:48Z","This video is 10 years over due. People didn't' get it. Oh it's only 3 degrees."
"Sam Kelly","2022-01-31T02:44:19Z","So get rid of the Humans, seems simple to me."
"Marg K","2022-01-30T22:30:50Z","From Evolution To Extinction A Primer on Global Warming by Andre Clement"
"azsegrxdhtfgvijnkoml ewrhtgoij/pkL","2022-01-30T22:28:06Z","In my experience it tends to be warm in the summer time and cold in the winter."
"glassblastcollision","2022-01-30T22:08:31Z","Cielo Waste (CSE: CMC): Turning Waste into Renewable Diesel - YouTube How come Trudeau is not investing into this technology which produces high grade diesel ,get rid of garbage from land fills and cleans up the envirolment from Methane Gas which is 25%  of the problem of green house gas and global warming? It's a no brainer ! This should be done before tax payers spend money on digging energy from the ground and making solar and wind technologies . Our oceans are dying , species are going into extinction . Mankind will be a mere blip in it's history if we don't make the right dicisions based on planet health and the health of the people living on it!"
"Ivri chayim through the talmidim You'll find Emrys","2022-01-30T21:27:06Z","Propaganda."
"Fairly Odd Me","2022-01-30T20:48:21Z","just to add, aren't we already past a 2 degree change? I know in 2019 it was at 1.5 degrees and rising quickly, it's already too late, our self destructive race can't fix the problem at this point, we can't even get on board with the facts let alone work to fix it."
"Louis Johnson","2022-01-30T20:13:40Z","This is what happened to ""Atlantis""."
"marius erasmus","2022-01-30T19:58:17Z","The world has been warming and cooling for ever and drastically so its very normal just not for us."
"Fortes Fortuna Adiuvat","2022-01-30T18:18:39Z","Why are we not talking about how China and India are mostly behind C02 emissions"
"Alex","2022-01-30T16:16:54Z","one of the worst things about this is that the people who emit the most co2, e.g. europe and NA will suffer significantly less than the people who dont contribute to co2 as much. its just so unfair for these people"
"HashimotoDavid","2022-01-30T16:14:17Z","so Ironic!!! the same people and orgs. who are pushing this narratives are the same which are funded by those behind the big petro, capitalism and those who do not respect human rights YET people believe this scam. Still it is not  an excuse to keep contaminating our planet. BUT HUMANS are so ignorants! it hurts to know."
"Erik Bouma","2022-01-30T16:07:15Z","I’m so scared………………. Propaganda"
"John Naples","2022-01-30T13:06:03Z","I hope that do something to stop the warming.  Its 10 degrees here and I am freezing."
"MentalBrothers","2022-01-30T11:50:20Z","Im probably not the first to raise this questio but, When did Wolverine become a Climate activist? XD"
"Geoff Lewis","2022-01-30T06:26:23Z","..the Industrial Revolution 1750-ish?..was during the last stages of the 'Little Ice Age' where Global temperatures were 1 - 1.5 degrees lower than they had been during the Medieval Warm Period.."
"Altino Silva Maia","2022-01-30T06:14:27Z","Stupidity is huge!!!! 200 years ago a king in Portugal change a landscape planting trees so far the eye can reach…..
Political and no tscientifically at all"
"V. Presto RPN, RCRT, LCRT","2022-01-30T06:07:59Z","Less chat, MORE ACTION"
"Douglas Harbert","2022-01-30T05:41:57Z","Nothing but 100% pure leftist scare propaganda..."
"Douglas Harbert","2022-01-30T05:33:16Z","If only the Neanderthals had implemented a carbon offset tax, they could have stopped the Ice Age...😆"
"Douglas Harbert","2022-01-30T05:30:43Z","If rising sea levels are such a concern, then why are the rich and powerful buying oceanfront property...."
"Douglas Harbert","2022-01-30T05:27:24Z","Meanwhile, your Lord And Savior Biden took a 50-car motorcade to visit the Pope, and every single ""scientist"" that attended the climate conference flew on a jet...."
"Douglas Harbert","2022-01-30T05:25:45Z","The climate has been changing for millions of years before man walked the Earth, and it will continue to change for millions of years after we are gone.."
"Max Bartertown","2022-01-30T05:16:34Z","Your campaign of fear will not succeed. Enough of us are awake & we grow 10 fold each day…
I know you're out there. I can feel you now. I know that you're afraid... you're afraid of us. You're afraid of change. I don't know the future. I didn't come here to tell you how this is going to end. I came here to tell you how it's going to begin."
"Shivam Anand","2022-01-30T04:22:43Z","So even at +3 degree world, all the suffering will be hammered upon the poor people and these developed countries who are mostly responsible for this as they've had rapid industrializations with the use of fossil fuels and still continue to do so without any respect to the environment will continue to enjoy a life of less suffering is so sickening."
