"comment_author","comment_date","comment_text"
"Emir","2019-06-23T12:46:21Z","We have found ways to turn carbon dioxide into energy, big oil is afraid people are going to stop using gas, and increase prices as world supply decreases so they can milk it to the fullest"
"Razor","2019-06-23T04:38:09Z","The Bering strait flooded 1,000's of years before the industrial revolution. During the last ice age, carbon levels were 4 times what they are today. Carbon dioxide (CO2) makes up 0.04% of the Earths atmosphere, of which 3% of atmospheric CO2 comes from humans. The Paris climate accord costs $100 billion dollars annually, yet even the most optimistic models say that it will only make the Earth warm 0.25 of a degree less over a 100 year span. The Maldives were supposed to be underwater by the year 2000 yet you can still get a 30 loan to build any kind of building or house in the Maldives in 2019. New York city was supposed to be underwater by 2015, yet construction projects continue to be built all along the coast in 2019. The polar ice caps were supposed to be gone by 1988, 1995, 2003, 2008 and 2013 yet they are still there."
"hansboofer","2019-06-22T22:20:43Z","All  videos and comments need to be translated into Mandarin, Cantonese, and Hindi- China and India emit the vast majority ( 70% ) of atmospheric pollutants - or else you'd be better off calling bingo numbers at your local homeless shelter..."
"Rick Kooi","2021-02-13T20:17:23Z","YOU were told that story about the 70s mini-Ice Age, 
primarily by News Papers / TV Stations hyping PRESS RELEASES by the thousands from Fossil Fuel P.R. Departments quoting a couple of OUTLIER scientists using decades-old data about long-debunked theory.
...at that time, nearly all Scientists were WARNING about GLOBAL WARMING Caused CLIMATE CHANGE........
1958
--AAAS Report to President Eisenhower warning about centuries of industrial dumping & pumping of Green House Gases into our atmosphere...
1965
--AAAS & Presidents Science Advisors gave President Johnson are FAR more severe warning about Global Warming triggered CLIMATE CHANGE and projections that CLIMATE  CHANGE was a threat to our economies/civilization, worldwide.
.
And, 
by the way, 
THEY ARE AT IT AGAIN.
........predicting a GRAND SOLAR MINIMUM bringing a MINI-ICE AGE .. THIS mini-ice age was supposed to HIT the US with new snowstorms and new Cold Wave Temperatures in 2007-2009
...
Oops!  
That didn't work out...so, the Fossils Predicted that this mini-ice age would freeze our assets in 2015-2017.
...
Oops!
That Didn't work out...so, the Fossils Predicted a new FREEZE WARNING for 2020.
........
Friends,  20 of the hottest 21 years in recorded history have occurred since 2000!
........
EVERY RIGHT-WING filthy Fossil Predictions have been politically & financially motivated.....not based on science.
.........
If we use Geologic & Fossil proxies, these 21 years (including 1998) have been the hottest years in over ten thousand years.
...........
No Grand Solar Minimum....and if that Grand Solar Minimum EVER gets here
...it will take mighty sensitive instruments to measure
....since WE Humans have pumped so much Green House Gas into the atmosphere .....these gases will overpower ANY Grand Solar Minimum.
-----------------------------------
1.
In Fact, there was NO GLOBAL WARMING PAUSE........pushed by right-wing media
2.
Furthermore, there was NO GLOBAL Warming Hiatus...pushed by right-wing media
3.
Sure as Hell,   there was NO GLOBAL COOLING......also pushed by right-wing media"
"ToddJohnsonEveningNews","2021-02-13T18:26:26Z","You went to school for FORTY YEARS?"
"Rick Kooi","2021-01-28T14:15:06Z","YOU were not taught that...that was newspaper headlines and TV Tag Lines to boost readers/viewers....and THOSE headlines were from PRESS RELEASES from dozens of FOSSIL FUEL INDUSTRIALISTS.
.
1958, AAAS & President Eisenhower's Science Advisors RELEASED a report about industry dumping/pumping huge quantities of WASTE into our back yards, our Rivers and worst into our atmosphere.... Toxic Wastes.
.

1965, AAAS & several International Scientific Organization with the President's Science advisors presented a STARK SEVERE WARNING about Global Warming and the CLIMATE CHANGE it would cause within 50 year........2015.
.
20 of the 21 hottest years on record have occurred since 2000...& 1998 was the 21st hottest year.
.
The Earth has not had so much a 1 record cold year since 1909/1911
."
"Rick Kooi","2021-01-27T11:46:44Z","GLOBAL WARMING was already widely understood as we entered the 20th century.
Now EVERY YEAR we have been in the 21st Century has turned out to be a RECORD SETTING WORLD WARMING YEAR!!  20 of the 21 hottest years have been since 2000...the one left out...1998!
ONLY by the Press Releases from FOSSIL FUEL BILLIONAIRES...published in newspapers, Magazines and TV Shows.
Science in 1958 and again in 1965 presented to those Presidents SEVERE WARNINGS ABOUT GLOBAL WARMING CAUSED Climate Change.
Spot-On Accurate Projections for 50 years from then (2015) predicted nearly all of the dreadful occurrences around the world:
Rising Temps around the World
Far Faster Rising temps the more closely we get to the northern latitudes.
((Winters are nearly 2 weeks shorter, worldwide, while summers a about a week longer))
Increasing deserts around the world
Increasing Flooding Rain Events
Increasing storms
...
All and More were projected back in the 50s and 60s.
THAT is a Global Warming Proof.
THAT is a Climate Change Proof."
"JL D","2021-01-26T13:25:17Z","The considerable progress science has made was backed by the invention and globaliation of the computer, that allowed making sense of large data sets to accurately predict stuff using a variety of inputs."
"DT 2020","2020-03-11T15:04:05Z","@peter stanton Thank you ""Dr."" Stanton for displaying your climate ""science"" hypocrisy for public scrutiny. I appreciate your personally demonstrating the negative ramifications of prolonged globalist propaganda in a manner that even very young children can see through. Indeed, it seems apparent that you have never read a scientific book or journal in your life. Thanks again. See you around--on YouTube. Peace"
"peter stanton","2020-03-11T01:51:24Z","old timer no it will prove that I find you tube as a generally low end information source for science, I have seen too much of this kind of junk, but thanks.
You may now cease your trolling"
"peter stanton","2020-03-11T01:30:18Z","old timer go read some science and leave me alone with your blogspot nonsense 👍 ok"
"DT 2020","2020-03-11T01:23:17Z","@peter stanton Please avoid this video as it will easily prove that you have not studied this subject for years, as you claimed. So, be safe; don't watch this video: it could interfear with your emotional bias. Better that you entertain only that which supports your accepted paradigm. Otherwise, your arrogance could be shattered. And reality could seep into your perceptions. I only sent this link to demonstrate that I was/am aware of your intellectual deceit. Just wanted you to know that your blatant lie did not impress."
"peter stanton","2020-03-11T00:24:24Z","old timer please don’t send me your Youtube videos, 
for gods sake, i thought we were done😑"
"Gladescat","2019-12-16T12:16:56Z","It's accelerating so that it will be even higher than 10 inches in 40 years if current trajectories for CO2 emissions continue."
"Gladescat","2019-12-16T10:46:28Z","No cooling occurred.  The last six years are the warmest on record.  Sea level rise and coral bleaching are accelerating as well."
"Teslaphile","2019-07-22T12:24:23Z","Philip Moran Citations please. When, where and what evidence of this 15 years of cooling?"
"Sidecar 771","2019-07-16T02:25:21Z","Pure BS"
"300Bowling","2019-09-26T11:33:05Z","Lmao CIA
No thx bud"
"Jarret Berenson","2019-08-02T14:31:42Z","PyroSax You are missing the point. If there was a really hot day 100 years ago, that does not mean that the climate change is not happening. Even Stossel admits there is no doubt that this is the case. We have measured temperatures, and they are increasing, there is no use denying that. Comparing climate change to flat earth is the most ridiculous thing anyone has ever done. There are no scientists that believe the earth is flat, but most scientists believe that climate change is a real problem."
"PyroSax","2019-08-02T03:37:07Z","@Jarret Berenson No worries - climate change MAY be like the old argument: the world is FLAT, NO-  the world is ROUND.  And although this seems to have been proven, there are (as with climate change) - PhDs that STILL argue that the world is FLAT.  I was not around 100 years ago, so I cannot comment on the accuracy of the temps then."
"Jarret Berenson","2019-08-02T01:26:03Z","PyroSax I’m going to be honest and state that I did not click on all of your links. However, I have a big problem with your hottest day in record link. For starters, the very article that you linked states that there is some disagreement about wether the hottest temperature was accurately recorded, and that the actual hottest day may have taken place in 2013. Of course, none of this matters at all because one hot day does not disprove climate change. On average, the Earth is hotter than it was 100 years ago. That is a statistical fact that even John Stossel agreed with in this video."
"a nowysz","2020-03-26T04:12:59Z","it happens slowly. you're not just going to wake up one day and have the sea level 20 feet higher or anything, it takes more than 30 years. the reason it's urgent is because it takes a long time for the co2 level to come down, and we haven't done all that much to get started. there's a point in time where the change won't be reversible, and we're losing the chance to do anything about it"
"Merrilou Neigenfind","2019-07-12T18:28:49Z","Cool. Mentioning Jesus while lying. Murica"
"C_R_O_M__________","2022-09-24T07:28:38Z","Absolutely right! Moreover, we have ample evidence that the agenda is wasteful and ineffective by its own criteria. They are literally achieving nothing at all and they should be stopped. We've already tasted how they ramped up inflation with money printing and energy cost hikes and poor geopolitical planning (Europe). 

Here's a piece of evidence on why the agenda is only manipulating money supply, increases red tape costs without any tangible benefits (by their own criteria). 

In 2000 the fossil fuels mix in global energy was about 86% and after 22 years (2022) of regulations, cap and trade schemes, trillions of $s in subsidies, fines, emission-related vehicle registration costs, taxes on fossil fuels, etc, etc, the global energy mix is now at 84% fossil fuels and with today's 84% being greater (in globally consumed volumes of fossil fuels)  than the 86% of 2000 since overall global energy demand is much higher than back then. 

So, the ""climate change"" (why did they changed the name? Scientists don't make name changed and definitions easily!) agenda is not doing anything by its own dubious criteria."
"Haito Lawrence","2019-07-09T19:36:59Z","So what. It was unusually cold, wet and rainy here in Ontario, Canada this past June. It's still fairly cool here in early July. Respectfully, we're both talking about weather events and not actual climate cycles. Skip the divisive identity politics...I watched President Obama grandstand in front of a collapsing glacial ice wall in Alaska a few years ago. The reporter asked a local Inuit resident for a comment...he simply replied, 'It's summer.'"
"Puckstop","2019-07-10T16:16:16Z","@Haito Lawrence Climate change is a scientific fact, convince me otherwise, give me your evidence and I will debunk it"
"Haito Lawrence","2019-07-09T20:45:52Z","I love classic horror movies too! 😎 Time to grow up now....😊"
"Rick Kooi","2021-01-28T14:36:10Z","source please....got a link????????"
"Emrid Atla","2019-07-15T21:31:58Z","@PyroSax Are we talking homo sapiens or homo erectus?"
"PyroSax","2019-07-15T14:11:13Z","@Chuck 2.5 million.  Looks cleaner."
"Stacy Teal","2019-07-14T21:10:08Z","@Chuck three history classes and 2 science classes have said 10,000 years. Either way, still not responsible for the entire climate change"
"Chuck","2019-07-14T17:48:48Z","I agree with you about the ages but humans have been around for 2 1/2 million years."
"PyroSax","2019-07-13T17:29:32Z","BINGO!!  Nobody GETS that.  It's more fun to be an ALARMIST, eh?  Nice post!"
"Zhdata","2019-10-21T16:07:43Z","@gerald frost Oh really? So fossil fuel companies have nothing to do with increased levels of CO2? Where do they come from whenever they rise?
Btw I never insulted you and did not intend to but you seem extremely offended just for questioning you."
"gerald frost","2019-10-21T05:43:31Z","@Zhdata Yes!  Absolutely!  Without any doubt!  CO2 has been going up for a hundred years and temperature has been going up for forty years.  Go ahead and ignore the temperature decline from 1940 through 1980, and you can ignore the increase in temperature increase through the 1930's.  It's okay, because Michael Mann's graph does away with these, as well as the little ice age and the mid evil warm period.  
Never mind the facts.  You say CO2 is going up drastically over the past hundred years knowing full well that correlation does not equal causation.  You've seen the graphs that show a correlation between increased ice-cream purchases and shark attacks?  Therefor if you ban ice-cream you'll save people from shark attacks!
Please, I beg of you, think before you respond.  Your spring-loaded responses have already been deflected.  Please, I beg of you, think!  Do not answer with your emotional ""we all gonna die!"" nonsense.  I am willing to answer your questions!  I will honestly listen and think about what you say! but please don't insult me.  (I softly return the ball to your court.)"
"Zhdata","2019-10-21T04:08:23Z","@gerald frost Co2 levels have been going up drastically ever since the industrial revolution."
"gerald frost","2019-09-18T23:32:45Z","@Robert Shackleferd Nasty facts like satellite data?  You mean the satellite data that says the seas are rising at 100 inches per century while the tide gauge data says it's been steady at 4 inches per century since 1865? At the end of the ""little ice age""?  Yep.  Nothing suspicious about the satellite data; we should believe that rather than hundreds of sites here on earth still taking measurements, still saying nothing is different here on earth.  We should believe people paid billions of dollars to prove global warming and sea level rise.  We should believe Obama when he says ""Global warming is serious; we need to pass laws and increase taxes."" and then he buys a seaside mansion.  (he might as well have said, ""Do as I say, not as I do."")
Well, yes; the temperature is going up.  And CO2 is going up.  It doesn't mean they have anything to do with each other.  It's correlation, not causation.  
The only way to cool the earth is to install a Planetary Air Conditioner.  I've done that.  Figured out how much heat ""global warming"" um,  ""Climate Change"" um, ""CLIMATE EMERGENCY!""  yeah; that's the ticket!  ratchet up the rhetoric to fan up the fear!  I figured out how much heat has been added, divided that by 7 billion people, and that's my fair share.  For a one time charge of $100 I added enough cold to the environment to offset the heat of ten people.  I did it five years ago, it's still working, and it still draws zero power from the electric company.  And the US government is trying to pass a ""Carbon Neutral Tax"" that will add $1,300 per person in taxes per year, every year.  (*)
Global warming was a scam.  It was the same nonsense as the Nigerian ""You'll get a million dollars for helping me, but you need to send me $200 first.""  It's still a scam under it's new names.  
As a final thought,  I've a degree in physics; numbers don't scare me.  Please don't call me an ignorant idiot, a shill for big oil, a delusional head in the sand fool, or any of the other standard slanders that climate alarmists use when faced with facts that disprove their narrative.  Please do me the honor of coming up with something new and original. 
Have a marvelous day. 


(*) The Carbon Neutral Tax (called Neutral because it is revenue neutral to the government) pulls $440 billion dollars a year from oil/CH4/ coal producers, and they pass the tax on to their customers (gasoline, diesel, food, heating, electric, plastic, roads, and roofs, to name a few).  People each get a $1,300 check from the government.  This means half the population will vote for it because they come out ahead (called buying votes if you're pragmatic, or socialist redistribution if you lean that way).  The rebate is taxable as income; the government comes out $110 billion ahead on the Carbon ""Neutral"" Tax, and they say ""Neutral"" with a straight face.  Undocumented immigrants cannot apply for a tax refund; add another $25 billion to the governments coffers on their behalf."
"Robert Shackleferd","2019-09-18T20:01:19Z","I guess we can forget about all those nasty facts such as ice core data, weather satellite data, global ground weather stations, ocean sedimentary layers, co2 levels, ocean levels, heat records, and on and on. Amazing"
"Alan R","2019-07-06T18:58:41Z","We are being lied to in order to bilk $$$ from taxpayers for fraudulent research based on flawed assumptions put forward by a cartoonist not taking into account the effect of the sun!!!"
"Merrilou Neigenfind","2019-07-03T09:55:33Z","Wrong. What a shock."
"Puckstop","2019-07-22T21:52:26Z","@Louis Lusk And 97% of scientists, why are all deniers of climate change so happen to be right wing politicians and lobbyists?"
"alek","2019-07-22T03:40:04Z","I know it’s BS I’m 11"
"Louis Lusk","2019-07-16T10:38:49Z","And power. Notice how all climate clowns are liberal democrats?"
"Puckstop","2019-07-07T21:29:39Z","No, you've been lied to by the oil companies who are trying to dumb you down"
"Chad Summerchild","2022-10-08T10:22:18Z","Actually Stossel IS the mainstream bs"
"C_R_O_M__________","2022-09-24T06:50:25Z","@Rick Kooi and you are a devoted left-wing nutter. So what if he is whatever. Is he right? Rhetorical because he is!"
"Keith Davis","2022-09-23T14:43:43Z","@Rick Kooi Exactly! You label him as a right wing propagandist because he proves your cult leaders wrong with actual facts and logic. Can't have real science (not THE science, actual science) interfering with our multi-billion dollar, international scam, that would make a lot of our hapless sheep sad."
"Derek Gabrys","2022-02-19T03:48:39Z","@Rick Kooi I don't agree. I think people on the left think anyone who disagrees with them or mainstream media is labeled ""right wing"". He is an  even keeled libertarian type  and just wants to get the reasons and results of policies. One of the last moderate journalists."
"Rick Kooi","2022-02-19T00:24:18Z","Stossel is a frequent right-wing spokesman...as well as regarding Climate Change."
"hfyaer","2019-06-30T08:30:43Z","He must be dumb since he doesn't think like you and your science teacher...
See that's exactly the kind of brainwashing he is fighting. Think for yourself and be humble. Sometimes you'll be wrong. Sometimes you'll be right. But at least you won't be such a moron looking down on a man who's probably way smarter than you."
"VectorEyes","2019-06-27T19:45:31Z","Throughout the history of the Earth climate has changed, even before mankind existed. So the question is, why did the climate change all those times before man was even here. Answer, because there are other factors to our climate besides humans and we cannot control that. Should we take care of the planet? Absolutely! But let's not destroy life as we know it just to remedy some situation that we cannot control."
"Bob John","2019-06-25T06:45:47Z","But it is worse than that.

Insects are disappearing at 6 times the speed of larger animals and at a rate of about 2.5% of their biomass every year. These are our pollinators. These are links in our food chain. These represent the basic functioning of every terrestrial ecosystem/

But it is worse than that.

58% of the biomass of vertebrate life on earth has been lost since 1970. That is basically in my lifetime! Additionally, a new study has shown that over 1 million species are now in danger of extinction due to human activity. Millions of years of evolution are being wiped out on a daily bases.

But it is worse than that.

The amount of Carbon we add to the atmosphere is equal to a yearly a human-caused forest fire 20% bigger than the continent of Africa. Yes, that is every single year!"
"Bob John","2019-06-25T06:45:07Z","But it is worse than that

The conservative, American Meteorological Society indicates that our willful blindness and greed will have effects well beyond the climate. The world's oceans will see a 150% increase in acidity and over a full degree Celsius in warming. This well down the path to the Permian extinction where 96% of marine species disappeared forever.

But it is worse than that.

The IPCC report ignores the effects of humans messing up the Nitrogen cycle through agricultural fertilizers and more... Don't go down this rabbit hole if you want to sleep at night.

But it is worse than that.

Sea level rise will not be gradual. Even assuming that the billions of tons of water that is currently being dumped down to the ground level of Greenland isn't creating a lubricant which eventually will allow the ice to free-flow into the northern oceans; it is only the friction to the islands surface that is currently holding the ice back. Then consider the same process is happening in Antarctica but is also coupled with the disappearance of the ice shelves which act as buttresses holding the glaciers from free flowing into the southern ocean. then factor in thermal expansions; the simple fact that warmer water takes up more space and It becomes clear that we are not looking at maintaining the current 3.4mm/yr increase in sea level rise (which incidentally is terrifying when you multiply it out over decades and centuries.) We will be looking at major calving events that will result in much bigger yearly increases coupled with an exponential increase in glacial melting. We know that every increase of 100ppm of C02 increases sea level by about 100 feet. We have already baked in 130 feet of sea level rise. It is just a question of how long it is going to take to get there... and then keep on rising."
"dreojs 55","2019-06-25T03:52:19Z","@Rain Mansince leftists you embellish a lot with no history. Leftists as with the Jacksonian Democrats were solely responsible for the eradication and domination of the Native Americans, the Democrats/leftist were solely responsible for the slave trade, the leftists/Democrats were solely responsible for the KKK, the leftist /democrats were responsible for Isis through Obama and Antifa, the leftist/democrats taught Hitler how to utilise a population in ones own country to grab lands and wealth to reward ones followers. The leftist are the only ones trying to legitimise infanticide. You see I do not need name calling or use derogatory statements to prove my point . Just leftist history . the left do it to themselves every time ."
"dreojs 55","2019-06-25T03:08:38Z","@Rain ManSocial security is a crutch , first envisaged as a stop gap in the days where people transitioned into employment and from being house wives to working woman due to a spouses demise . apart from pensioners social security has done NOBODY any favours. Mr. Trump has achieved the lowest unemployment and the highest industry growth of any president . Social security should always be a stop gap. there is nearly NO reason for long term unemployment . at its lowest ever."
"dreojs 55","2019-06-24T22:40:35Z","add up the leftists and you will have an answer.@Rain Man"
"Rick Kooi","2020-05-12T15:24:51Z","@Jenn smith  Dear Incompetent  Jenn...I won't even discuss the satellite loss diversion...and since we will not decrease CO2 and therefor your nonsense about how fewer hurricanes is just that...a nonsense diversion.
There has BEEN NO PROOF of Data Manipulation...Even Skeptic Curry claims that DATA today is FAR MORE ACCURATE thanks to the studies NOAA and NASA have done.
Your comment about models not predicting is simply a SCREAM about how ignorant you are:
Central estimates of all IPCC Temperature model projections in years, WERE and ARE still accurate & within the projected ‘envelope’. 
---------------------------------------------------------------------------------------------------
LOOK>
American robins now migrate 12 days earlier than in 1994//Posted: 01 Apr 2020 12:08 PM PDT
A new study concludes that robin migration is kicking off earlier by about five days----> each decade. 
The study is also the first to reveal the environmental conditions along the migration route 
--------> that help the birds keep up with the changing seasons. 
_________________________________________________________
http://www.digitaljournal.com/news/environment/independent-satellite-data-verifies-reality-of-global-warming/article/547843
_________________________________________________________

https://www.quora.com/How-accurate-were-the-climate-models-and-scientists-of-the-70s-80s-and-90s-at-predicting-the-world-temperature-trends-of-today/answer/Anton-Carver
___________________________________________________
Moreover, 
""I add, there  ""Was and Is a long track-record "" in the "" scientific literature ""  of successful projections/predictions by climate models. 
.
It was collected and documented by Barton Paul Levenson, I quoted Barton as follows below:
.
""Global Warming Scientists &  Climate Models have successfully predicted steady/increasing WARMING for over 65 YEARS!
.
See the 
1958   
1965 
AAAS (( the American Association for the Advancement of Science & Presidential Science Advisory Councils Research Reports & Warnings on Global Warming which causes Climate Change.)) 
These projections would start to be seen 50 years from 1965. ((( 2015 )))
1.
That the globe would WARM! 
.
((directly counter to the Mini ICE Age myth perpetuated by the Skeptic/Fossil Fuel Industrialists DEEP STATE.
---a mini ice age PREDICTED in the '70s, & again in the '80s, '90s, 2007-2009, 2015 and now in 2020, we will be up to our assets in that mini ice age in 2020)) 
.
2. about HOW FAST it would warm, 
.
3. about how much it would warm.
 .
http://science.sciencemag.org/content/348/6242/1469 
.
4. That the troposphere would warm 
.
5. The stratosphere would cool. 
.
((  http://hadobs.metoffice.com/hadat/images/update_images/global_upper_air.png ))
.
(( not one SKEPTIC has offered ANY FULL Scientific Based Explanation for this GLOBAL WARMING SCIENCE PROOF )) 
.
6. That nighttime temperatures would increase more than daytime temperatures. ----->Nighttime Lows Warming Faster Than Daytime Highs – Does ...
praedictix.com/nighttime-lows-warming-faster-than-daytime-highs-does-hot-weather-make-us-d…
.
((  https://www.climate.gov/news-features/blogs/beyond-data/climate-change-rule-thumb-cold-things-warming-faster-warm-things  ))
.
7. That winter temperatures would increase more than summer temperatures. 
.
(( After all of the SUB ZERO temps this year, Wisconsin meteorologists pooled their data and found nite time winter cold temps have WARMED 10 degrees of the last 40 years)) 
.
8. Polar amplification (greater temperature increase as you move toward the poles). 
.
Arctic amplification | National Snow and Ice Data Center
.
(( https://nsidc.org/about/monthlyhighlights/2009/09/arctic-amplification ))
.
9. That the Arctic would warm faster than the Antarctic. 
.
Arctic melt versus Antarctic freeze: Is Antarctica warming ...
https://nsidc.org/.../11/arctic-melt-versus-antarctic-freeze-antarctica-warming-or-not
.
10. The magnitude (0.3 K) and duration (two years) of the cooling from the Mt. Pinatubo eruption. 
.
11. They made a retrodiction for Last Glacial Maximum sea surface temperatures which was inconsistent with the paleo evidence, and better paleo evidence showed the models were right. 
.
12. They predicted a trend significantly different and differently signed from UAH satellite temperatures, and then a bug was found in the satellite data. 
.
13. The amount of water vapor feedback due to ENSO. 
.
14. The response of southern ocean winds to the ozone hole. 
.
15. The expansion of the Hadley cells. 
.
16. The poleward movement of storm tracks. 
.
17. The rising of the tropopause and the effective radiating altitude. 
.
18. The clear sky super greenhouse effect from increased water vapor in the tropics. 
.
19. The near constancy of relative humidity on a global average. 
.
20. That coastal upwelling of ocean water would increase. 
.
----------->   Broecker is probably best known for popularizing the term “global warming” through his 1975 paper 
.                 “Climatic Change: Are We on the Brink of a Pronounced Global Warming?”
.
----------->  ""Climate Change"" as used today, was first researched & defined by Alexander von Humboldt in 1799, while on a world wide lecture tour in Venezuela.
.
------------>  Spot On Accurate Projections of Threatening Climate Changes from Human Triggered Global Warming."
"Rick Kooi","2020-05-11T23:50:01Z","@Jenn smith   Got nothing to say about the science of EXCESSIVE AMOUNTS OF CO2 DAMAGING HUMAN LIFE....?
The Goldilocks levels for ALL LIFE ON EARTH 
has been, for millions of years, between 180pmm and 300ppm.
The damage to human immunity is after we have raised atmospheric concentrations by 43% ... which enables much higher concentrations in lower levels (CO2 is heavier than dry air) like basements, sealed rooms, protected glades...compounded in meeting rooms due to poor circulation and overcrowding.
.
With the understanding that Human Industry/Agriculture was PUMPING over 120 times MORE CO2 than all of the volcanoes, combined.
(working with H2O in a multiplier effect) 
& 2 Dz. other  Greenhouse gases, into the atmosphere than all Earth's Volcanoes, combined, every year.
.
For decades, 
The World's Leading Scientific Minds
Virtually all of NASA SCIENTISTS,  
Challenged
Questioned
Critiqued 
the Effects of  Greenhouse Gasses on climate for decades!...for a century!
((( http://www.digitaljournal.com/news/environment/independent-satellite-data-verifies-reality-of-global-warming/article/547843 ))) 
.
In 1970, 
NASA launched the IRIS/satellite that Observed & Measured in detail the
Escaping Infra-Red THERMAL Low-Energy Radiation spectra between 400 cm-1 to 1600 cm-1. 
.
( Google:>     IRIS-Satellite Research)

In 1996, 
the Japanese Space Agency launched the IMG/satellite which recorded similar observations. 
.
(Google:.>     IMG-Satellite Research)
.
Both sets of data were compared to discern any changes in escaping 
.
infrared  thermal  radiation over the 26 year period 
.
(Google.>     Harries Research Study, 2001).
.
They found a Dramatic DROP in Escaping (earth cooling) InfraRed THERMAL Radiation 
at the Precise wavelength bands that greenhouse gases such as carbon dioxide (CO2) & methane (CH4) absorb energy !

While ESCAPING Infra-Red THERMAL Radiation is DECREASING.
Green House Gases were  INCREASING! (hand in glove)
 .
The change in ESCAPING I.R. THERMAL radiation is consistent with theoretical expectations & Global Warming Science Predictions. 
.
Research & Numerous Studies have found: 
.
-------------------> ""direct experimental empirical evidence for a significant increase in the Earth's greenhouse effect""/GLOBAL Warming.
.
This result has been confirmed by NUMEROUS subsequent Research & Studies using more recent satellite data, Digital Balloon Launches, etc.
https://mrgeogwagg.files.wordpress.com/2015/09/hazard-trends.jpg?w=840"
"Rick Kooi","2020-05-11T15:22:52Z","@Jenn smith Environmental toxins impair immune system over MULTIPLE GENERATIONS. 
Posted: 02 Oct 2019 11:42 AM PDT
New Solid Research shows that Maternal exposure to a common and ubiquitous form of industrial pollution (CO2) can harm the immune system of offspring 

and that this injury is PASSED ALONG to subsequent generations, weakening the body's defenses against infections such as the virus, Colds, Flu's..
.
now ADHD & Corona are under intensive research! 
.
https://www.youtube.com/watch?v=ruOl1R5cpnw&t=378s&app=desktop"
"Rick Kooi","2020-05-09T22:58:55Z","@Jenn smith   Soooo, you can't deal with reality...you wanna talk nonsense...well that appears to be right up your alley.
Since there isn't a chance in Hell that is going to happen....I have no intention of discussing your asinine fantasy!"
"Rick Kooi","2020-05-09T14:45:23Z","@Jenn smith 1917 thru 1919"
"Jalissa Jones","2019-06-22T02:46:31Z","Same thing as the Y2K scare! Keep the people afraid, and they’ll give you all their money!"
"ben ban","2019-06-22T01:04:55Z","These scammers know how to pull a fast one."
"David Peterson","2019-06-19T19:02:30Z","Clouds are a more effective areosol for global warming than CO2 could ever be. Im looking into ways to eliminate clouds but I need government funding. One billion would be a good first step towards my yacht. I mean clould removal system."
"Alien Scientist","2019-06-18T17:01:56Z","Ya know Wat, , them idiots that believe the sun heats the planet are thick as Fxxk.. Sun warms the planet,, hahahahahahahahahahaha how dumb can you be.. of course it's that 0.04% of the atmosphere, goodness sake it's so obvious.. Sun flares or ocean currents  how utterly stupid..hahahahaha..  Flat earthers the lot of em.."
"Russell & Sue Osborne","2019-06-16T11:52:36Z","Globalists want to reduce human  productivity to bring poverty hunger disease and death to reduce the worlds population ,using “saving the planet” as their cover!!   Carbon taxes fund globalist government while they do it !"
"mick cv","2019-06-15T00:45:52Z","Dang man I thought you were a good youtube reporter but you’re one of these deniers?  Common sense says vast majority of scientists aren’t gonna just conspire like some creepy fund"
"Chris Murray","2019-06-14T08:00:25Z","This global warming is freezing my ass off"
"Murray Elliott","2019-06-13T22:12:53Z","So that's two guys with green homes, we only need to convince the other 7,699,999,998 and we'll be apples."
"Son of Ode","2019-06-13T00:28:57Z","Nimrod came firsr. He said ""Dudes lets make a tower, the flood is comming. Lets unite ( uhm..under my rule of course). Give me power then I will be your saviour (King, Prophet, Messiah, god).""

I didn't buy it then, yet 'they' still pushing it now.

This is getting old.
Gin,"
"Joseph Wolf","2019-06-12T02:58:37Z","Even if you disagree about climate change the reason you should care about climate change is because you live on earth , and we should at least take care of where you live"
"Jernej Blatnik","2019-06-11T22:33:53Z","Bingo!!! 2:43"
"Ken Zaccaria","2019-06-11T15:49:50Z","What happened to the two mile thick ice sheet over North America 18K years ago when sea levels were 400 feet lower? Could global warming have melted that ice? This was before Al Gore and humans were present! Global warming is a government plot to scare and control people"
"schismatic37","2019-06-11T15:09:24Z","solar radiation management was used to trap in sun rays to melt ice caps for oil drilling.  ask yourself why they now use it over land while crying global warming and claiming it can be stopped by paying money.  🙄"
"hansnik1324","2019-06-11T11:50:58Z","Climate change BS"
"Roger Diogo","2019-06-11T05:38:08Z","If Lottery is a tax on the stupid, Gobal warming is a tax on your standard Idiot..."
"Plainsman1300","2019-06-10T20:10:28Z","97% of scientists are bought off bullcrappers?"
"L D","2019-06-10T16:48:09Z","This is nonsense. There's massive and growing scientific agreement. Stick your head in the sand at your cost."
"Roger Diogo","2019-06-10T10:29:04Z","https://www.msn.com/pt-pt/meteorologia/hoje/Almada,Setúbal,Portugal/we-city?iso=PT&el=jtw1szHd8Tz03X4Xnin8Mw%3D%3D, temperatures are 20ºC lower than normal, however the World is still warming, lol!"
"Giorgio Cooper","2019-06-09T17:28:58Z","The green tyrants will never stop to impose more and more restrictive loony laws on us. None of our efforts and sacrifices to become more and more « green » will ever satisfy their loony ideology ! There is simply too much of a power grab and money grab at the end of the tunnel for them ! The green tyrant religion is a great vehicle to absolute power !"
"Randy Akers","2019-06-09T02:10:02Z","The only true fix to all this shit is horseback!!"
